id,classe,caption,commento_raw,commento_prenorm,anno,prodotto,panelista
73,OK,Salame,Salame,Salame,2020,C0B,TG_28
74,OK,"Il campione ha un aroma di paglia, richiamando sentori vegetali.",Paglia,Paglia,2020,C0Q,TG_20
75,OK,"Il campione presenta un sentore non tipico, che potrebbe indicare una deviazione dalla norma.",Anche qui si sente un sentore non tipico,Anche qui si sente un sentore non tipico,2020,C0D,TG_04
76,OK,"Il campione mostra un aroma flebile, con una bassa intensità.",Flebile,Flebile,2020,C0Q,TG_04
77,OK,"Il campione presenta un aroma non gradevole, che potrebbe influenzare negativamente l'esperienza gustativa.",Aroma non gradevole,Aroma non gradevole,2020,C0G,TG_04
78,OK,"Il campione ha un aroma leggero, che risulta poco incisivo.",Leggero,Leggero,2020,C0A,TG_04
79,OK,"Il campione presenta un aroma assente, con scarsa percezione olfattiva.",Desaparecido,assente,2020,C0C,TG_04
80,ILLEGGIBILE,,Ho con piccante nel Cata,Ho con piccante nel Cata,2020,C0A,Q_09
81,OK,Atipico,Zafferano,atipico,2020,C0Q,Q_09
82,OK,Poco percepibile a causa del salato.,Poco percepibile a causa del salato,Poco percepibile a causa del salato,2020,C0Q,Q_10
83,OK,"Burro fresco, molto lattico.","Burro fresco, molto lattico","Burro fresco, molto lattico",2020,C0G,TG_20
84,OK,"Pessimo all'aroma, polvere.","Pessimo all'aroma, armadio della nonna","Pessimo all'aroma, polvere",2020,C0Q,TG_20
85,OK,Liquirizia.,Liquirizia,Liquirizia,2020,C0E,Q_09
86,OK,"Torna un cattivo sentore. Tanta frutta secca, nocciola.",Torna un cattivo sentore. Tanta frutta secca . Nocciola,Torna un cattivo sentore. Tanta frutta secca . Nocciola,2020,C0E,TG_04
87,OK,Flebile.,Flebile,Flebile,2020,C0M,TG_04
88,OK,"Persistente ma poco intenso, non sono riuscita a riconoscere e separare gli aromi.","Persistente ma poco intenso, non sono riuscita a riconoscere e separare gli aromi","Persistente ma poco intenso, non sono riuscita a riconoscere e separare gli aromi",2020,C0G,TG_28
89,OK,Sapone.,Sapone,Sapone,2020,C0B,TG_19
90,OK,Sapone.,Sapone,Sapone,2020,C0B,TG_20
91,OK,Groviera,Groviera,Groviera,2020,C0O,TG_20
92,OK,Sapone.,Sapone,Sapone,2020,C0A,TG_19
93,OK,"Molto lattico, burro fresco.","Molto lattico, burro fresco","Molto lattico, burro fresco",2020,C0N,TG_20
94,OK,Sapone.,Sapone,Sapone,2020,C0Q,TG_20
95,OK,Sapone.,Sapone,Sapone,2020,C0A,TG_19
96,OK,Sapone.,Sapone,Sapone,2020,C0C,TG_19
97,OK,Sapone.,Sapone,Sapone,2020,C0I,TG_19
98,OK,Nota di frutta fresca che ricorda l'uva.,Nota di frutta fresca che ricorda l'uva,Nota di frutta fresca che ricorda l'uva,2020,C0A,TG_20
99,OK,"Poco complesso, prevalente lattico.","Poco complesso, prevalente lattico","Poco complesso, prevalente lattico",2020,C0N,TG_20
100,OK,"Burro fresco, molto lattico.","Burro fresco, molto lattico","Burro fresco, molto lattico",2020,C0P,TG_20
101,FUORI_ATTRIBUTO,È strano comunque.,Strano comunque,Strano comunque,2020,C0A,TG_24
102,OK,"Ho notato un aroma non tipico di formaggio grana, simile al gorgonzola.","Si, vi avevo detto che sono raffreddato. Nel mangiarlo e nel sentire l'aroma mi è arrivata un sentore non tipico di formaggio grana, chiamo gorgonzola","Si, vi avevo detto che sono raffreddato. Nel mangiarlo e nel sentire l'aroma mi è arrivata un sentore non tipico di formaggio grana, chiamo gorgonzola",2020,C0M,TG_04
103,OK,Il campione presenta note di acciuga e salamoia leggere.,Acciuga e salamoia leggere,Acciuga e salamoia leggere,2020,C0A,TG_24
104,OK,Si percepisce un odore di polvere.,Polvere!!!!,Polvere!!!!,2020,C0N,TG_24
105,OK,"Il campione presenta note di frutta secca, in particolare mandorla amara.",Frutta secca=mandorla amara,Frutta secca=mandorla amara,2020,C0C,TG_28
106,OK,Il campione mostra una buona intensità aromatica.,Buona intensità aromatica,Buona intensità aromatica,2020,C0C,TG_04
107,FUORI_ATTRIBUTO,Non è piacevole.,Non piacevole!!!,Non piacevole!!!,2020,C0F,TG_24
108,FUORI_ATTRIBUTO,Non è apprezzabile.,Non apprezzabile,Non apprezzabile,2020,C0L,TG_24
109,OK,Il campione presenta un aroma lievissimo.,Lievissimo,Lievissimo,2020,C0A,TG_04
110,OK,Il campione è molto leggero.,Molto leggero,Molto leggero,2020,C0C,TG_04
111,OK,"Il campione presenta note di funghi, non gradevoli e lievi.","Funghi, non gradevole e lievi","Funghi, non gradevole e lievi",2020,C0N,TG_04
112,OK,Il campione ha un aroma lieve.,Lieve,Lieve,2020,C0Q,TG_04
113,OK,Il campione presenta una nota citrica.,Nota citrica,Nota citrica,2020,C0G,TG_20
114,OK,Il campione presenta un aroma di cioccolata.,Cioccolata,Cioccolata,2020,C0G,TG_24
115,OK,Il campione ha una piacevole nota di nocciola.,Nocciola piacevole,Nocciola piacevole,2020,C0M,TG_24
116,OK,Il campione ha un'intensità aromatica media.,Medio!,Medio!,2020,C0N,TG_24
117,OK,"Non sono riuscita ad assaggiarlo, ha un aroma dolciastro orribile.",Non sono riuscita ad assaggiarlo ha un indefinibile orribile aroma dolciastro,Non sono riuscita ad assaggiarlo ha un indefinibile orribile aroma dolciastro,2020,C0R,Q_09
118,OK,Il campione presenta ancora un sentore sgradevole.,Ancora sentore sgradevole,Ancora sentore sgradevole,2020,C0B,TG_04
119,OK,Il campione ha un aroma leggermente acido.,Leggermente acido,Leggermente acido,2020,C0G,TG_14
120,OK,Il campione presenta note di dado e glutammato.,"Dado, glutammato","Dado, glutammato",2020,C0R,TG_14
121,OK,Il campione presenta note di caramello.,Caramello,Caramello,2020,C0R,TG_19
122,OK,Anche all'aroma emerge il bruciato.,Anche all' aroma emerge il bruciato,Anche all' aroma emerge il bruciato,2020,C0G,TG_24
123,OK,Non piacevole e con un gruppo persistente.,Non piacevole e gruppo persistente,Non piacevole e gruppo persistente,2020,C0I,TG_24
124,OK,Viene fuori l'amaro.,Viene fuori l'amaro,Viene fuori l'amaro,2020,C0P,TG_24
125,FUORI_ATTRIBUTO,"Non è un formaggio grana, ma non riesco a definirlo esattamente.",Formaggio non grana... Ma non so dare definizione esatta,Formaggio non grana... Ma non so dare definizione esatta,2020,C0R,TG_24
126,OK,Non piacevole e persistente.,Non piacevole persisrente,Non piacevole persisrente,2020,C0M,TG_24
127,OK,Persistenza elevata.,Persistenza elevata,Persistenza elevata,2020,C0N,TG_24
128,OK,"A proposito del profumo: intensità notevole, ma troppo strano per essere Grana Trentino.","A proposito del profumo: intensità  notevole, ma troppo strano per essere trentunenne. Abbassarsi il voto di 1 punto","A proposito del profumo: intensità  notevole, ma troppo strano per essere trentingrana. Abbassarsi il voto di 1 punto",2020,C0A,TG_04
129,OK,Il campione presenta note di burro cotto.,Burro cotto,Burro cotto,2020,C0M,TG_20
130,OK,Non molto espressivo ma con persistenza lunga.,Non molto espressivo ma con persistenza lunga,Non molto espressivo ma con persistenza lunga,2020,C0Q,TG_24
131,OK,Leggerissimo.,Leggerissimo,Leggerissimo,2020,C0A,TG_04
132,OK,Fumo.,Fumo!!,Fumo!!,2020,C0D,TG_24
133,ILLEGGIBILE,,Anonimo,Anonimo,2020,C0Q,TG_24
134,OK,"Troppo ananas e banana, che non sono tipici.",Troppo ananas banana che non sono tipici,Troppo ananas banana che non sono tipici,2020,C0M,Q_02
135,OK,"Sia per profumo che per aroma, tanto burro fuso.",Sia per profumo che per aroma tanto burro fuso,Sia per profumo che per aroma tanto burro fuso,2020,C0M,TG_04
136,OK,Nota di sapone strana.,Nota di sapone strana,Nota di sapone strana,2020,C0E,TG_24
137,OK,Il campione presenta note di castagne.,Castagne,Castagne,2020,C0P,TG_24
138,OK,Bella intensità.,Bella intensità,Bella intensità,2020,C0N,TG_04
139,OK,Il campione presenta note di burro cotto.,Burro cotto,Burro cotto,2020,C0L,TG_20
140,OK,Non piacevole.,Non piacevole,Non piacevole,2020,C0A,TG_24
141,FUORI_ATTRIBUTO,"Riguardo alle fessure, percepisco grasso e abbasso di mezzo punto il voto.","A proposito della fessure aggiungo : grasso, intuisco e abbasso di mezzo punto il voto","A proposito della fessure aggiungo : grasso, intuisco e abbasso di mezzo punto il voto",2020,C0E,TG_04
142,OK,Il campione presenta un aroma poco piacevole.,Non piacevole,Non piacevole,2020,C0C,TG_24
143,ILLEGGIBILE,,?,?,2020,C0L,Q_09
144,OK,Il campione presenta note di cristalli di sale.,Cristalli di sale,Cristalli di sale,2020,C0L,TG_11
145,OK,Il campione presenta un aroma di polvere.,Polvere,Polvere,2020,C0M,TG_19
146,OK,Il campione presenta note di pera.,Pera,Pera,2020,C0L,TG_24
147,OK,Il campione presenta un aroma complesso.,Complesso,Complesso,2020,C0R,TG_24
148,OK,L'aroma è molto poco percepibile.,Molto poco percepibile,Molto poco percepibile,2020,C0Q,TG_28
149,OK,Il campione presenta un aroma di brodo vegetale dominante.,Brodo vegetale dominante,Brodo vegetale dominante,2020,C0C,TG_20
150,OK,Il campione è giovane e poco evoluto.,Giovane poco evoluto,Giovane poco evoluto,2020,C0E,TG_20
151,OK,Il campione presenta un aroma non piacevole e persistente.,Non piacevole e persistente,Non piacevole e persistente,2020,C0M,TG_24
152,OK,Sono stati trovati molti cristalli nei pezzi in cui non valutano la texture.,Trovato molti cristalli nei pezzi in cui non valutano la texture,Trovato molti cristalli nei pezzi in cui non valutano la texture,2020,C0M,TG_28
153,OK,Il campione presenta un aroma piuttosto neutro.,Piuttosto neutro,Piuttosto neutro,2020,C0A,TG_19
154,OK,Il campione presenta una nota non piacevole.,Nota non piacevole,Nota non piacevole,2020,C0C,TG_24
155,OK,L'aroma è persistente e piacevole.,Persistente e piacevole,Persistente e piacevole,2020,C0P,TG_24
156,OK,Si percepisce un leggero sentore finale di stalla.,Leggero sentore finale di stalla,Leggero sentore finale di sstalla,2020,C0F,TG_24
157,OK,Il campione presenta note di burro cotto.,Burro cotto,Burro cotto,2020,C0H,TG_20
158,OK,L'aroma è persistente.,Persistente,Persistente,2020,C0H,TG_24
159,OK,Il campione presenta un aroma di farmacia.,Farmacia,Farmacia,2020,C0R,TG_24
160,OK,Il campione sa di malga.,Sa di malga,Sa di malga,2020,C0M,TG_13
161,OK,Yogurt.,Yogurt,Yogurt,2020,C0C,TG_14
162,OK,"Il campione presenta un aroma tipico del Grana Trentino, con note di freschezza che suggeriscono una stagionatura giovane.",Sembra grana abbastanza giovane,Sembra grana abbastanza giovane,2020,C0G,TG_14
163,OK,"Il campione mostra un aroma di burro fresco e note lattiche prevalenti, risultando poco complesso.","Burro fresco, note lattiche prevalenti, poco complesso","Burro fresco, note lattiche prevalenti, poco complesso",2020,C0E,TG_20
164,OK,Il campione ha un aroma non piacevole con una persistenza elevata.,Non piacevole con persistenza elevata,Non piacevole con persistenza elevata,2020,C0M,TG_24
165,OK,Il campione presenta un aroma di crosta cotta.,Crosta cotta,Crosta cotta,2020,C0M,TG_14
166,OK,Il campione risulta non equilibrato nell'aroma.,Non equilibrato,Non equilibrato,2020,C0M,TG_24
167,OK,Il campione ha un aroma aggressivo e persistente.,Aggressivo  e persistente !!!,Aggressivo  e persistente !!!,2020,C0Q,TG_24
168,OK,Il campione presenta una crosta meno fastidiosa rispetto al profumo.,Crosta meno fastidiosa che al profumo,Crosta meno fastidiosa che al profumo,2020,C0I,TG_04
169,OK,Il campione mostra anche una leggera ossidazione nell'aroma.,Anche leggera ossidazione,Anche leggera ossidazione,2020,C0I,TG_24
170,OK,Il campione ha un'intensità bassa nell'aroma.,Intensità bassa,Intensità bassa,2020,C0B,TG_04
171,OK,Il campione presenta un aroma leggerissimo.,Leggerissimo,Leggerissimo,2020,C0E,TG_04
172,OK,Il campione ha un aroma poco intenso.,Poco intenso,Poco intenso,2020,C0A,TG_04
173,ILLEGGIBILE,,Al primo tentativo si e chiuso il test senza la schermata dei commenti poi sono ripartita dal 124 e ha funzionat Causa errore scelta vassoio l'ordine di valutazione è stato 851 555 795 963 124 i campioni 851 e 795 vanno Invertiti,Al primo tentativo si e chiuso il test senza la schermata dei commenti poi sono ripartita dal 124 e ha funzionat Causa errore scelta vassoio l'ordine di valutazione è stato 851 555 795 963 124 i campioni 851 e 795 vanno Invertiti,2020,C0N,Q_09
174,OK,"Il campione presenta note di dado, molto concentrate nell'aroma.","Dado, molto concentrato","Dado, molto concentrato",2020,C0E,TG_12
175,OK,Il campione ha un aroma intenso con note tostate e di formaggio fuso.,Intenso con note tostate e formaggio fuso,Intenso con note tostate e formaggio fuso,2021,C0A,Q_10
176,OK,"Il campione presenta un aroma forte, quasi troppo, che ricorda un malga.","Forte, quasi troppo, sembra un malga","Forte, quasi troppo, sembra un malga",2021,C0Q,Q_10
177,OK,Il campione mostra un aroma di sapone.,Sapone,Sapone,2021,C0Q,TG_19
178,OK,Il campione presenta un aroma metallico.,Metallico,Metallico,2021,C0M,TG_19
179,OK,Il campione ha un aroma piccantino ma buono.,Piccantino ma buono,Piccantino ma buono,2021,C0I,Q_10
180,OK,Il campione è sovrastato da un sapore intenso.,Sovrastato da sapore,Sovrastato da sapore,2021,C0C,Q_09
181,OK,Ha più sapore di fumo che di bruciato.,Più fumo che bruciato,Più fumo che bruciato,2021,C0G,TG_19
182,OK,Burro sciolto.,Burro sciolto,Burro sciolto,2021,C0G,TG_35
183,OK,Polvere.,Polvere,Polvere,2021,C0N,TG_24
184,OK,Disquilibrato e poco piacevole.,Disquilibrato e poco piacevole,Disquilibrato e poco piacevole,2021,C0E,TG_24
185,OK,Polvere.,Polvere,Polvere,2021,C0I,TG_24
186,OK,Pepe?,Pepe?,Pepe?,2021,C0C,Q_09
187,OK,Mandorle amare.,Mandorle Amare,Mandorle Amare,2021,C0M,TG_28
188,OK,Polvere.,Polvere,Polvere,2021,C0O,TG_19
189,OK,Sabbioso.,Sabbioso,Sabbioso,2021,C0H,TG_24
190,OK,Piuttosto anonimo rispetto al naso.,Piuttosto anonimo rispetto al naso...,Piuttosto anonimo rispetto al naso...,2021,C0P,TG_24
191,OK,Untuoso.,"Untuoso, dimenticavo...","Untuoso, dimenticavo...",2021,C0D,TG_19
192,OK,Stantio e polveroso.,Stantio=polveroso,Stantio=polveroso,2021,C0P,TG_19
193,OK,"I 4 campioni sono leggermente diversi, uno è più umido, gli altri molto più asciutti.","I 4 campioni sono legge4mente diversi, uno è più umido, gli altri molto più asciutti","I 4 campioni sono legge4mente diversi, uno è più umido, gli altri molto più asciutti",2021,C0O,TG_35
194,OK,Polveroso.,Polveroso,Polveroso,2021,C0O,TG_19
195,OK,Metallico.,"Sangue,,,",metallico,2021,C0Q,TG_24
196,OK,Sangue.,Sangue…,Sangue…,2021,C0C,TG_24
197,OK,Fieno.,Pratomagno,fieno,2021,C0E,TG_14
198,OK,Difetto chimico.,Vinavil,difetto chimico,2021,C0N,TG_14
199,OK,Mentolato.,Mentolato!,Mentolato!,2021,C0B,TG_19
200,OK,Aggiungo che è anche amaro.,Aggiungo che é anche amaro,Aggiungo che é anche amaro,2021,C0I,TG_04
201,OK,Leggermente mentolato,Leggermente mentolato,Leggermente mentolato,2021,C0D,TG_19
202,OK,Erbe amare,Bitter,erbe amare,2021,C0I,TG_24
203,ILLEGGIBILE,,Piuttostoanonimo,Piuttostoanonimo,2021,C0Q,TG_24
204,OK,L'aroma è compromesso dal troppo sale.,Aroma compromesso dal troppo salato,Aroma compromesso dal troppo salato,2021,C0A,Q_10
205,OK,Comunque poco espressivo.,"Comunque poco espressivo…,","Comunque poco espressivo…,",2021,C0A,TG_24
206,OK,Metallico,"Sangue,,,",metallico,2021,C0Q,TG_24
207,OK,Metallico,Metallico,Metallico,2021,C0R,TG_24
208,RIFERIMENTO,,"Valutato durante foto …,","Valutato durante foto …,",2021,C0M,Q_09
209,OK,"Il voto per l'aroma di stalla è stato due momenti, poi sparisce subito; per il salato ne manca un po'.","Il voto inerente a stalla sono stati due momenti e poi sparisce subito, per il salato ne manca un po’","Il voto inerente a sstalla sono stati due momenti e poi sparisce subito, per il salato ne manca un po’",2021,C0A,TG_08
210,OK,Leggermente metallico,Leggermente metallico,Leggermente metallico,2021,C0G,TG_24
211,OK,Anche l'aroma è interessante e duraturo.,"Anche L’aroma è interessante e duraturo,,,","Anche L’aroma è interessante e duraturo,,,",2021,C0L,TG_24
212,OK,Non molto espressivo,Non molto espressivo,Non molto espressivo,2021,C0G,TG_24
213,OK,Piuttosto debole,Piuttosto debole,Piuttosto debole,2021,C0B,TG_24
214,OK,Non sento più l'aroma di provolone.,All’aroma non sento più il provolone…,All’aroma non sento più il provolone…,2021,C0A,TG_04
215,OK,Polveroso,Polveroso,Polveroso,2021,C0O,TG_19
216,OK,Debole.,"Debole,","Debole,",2021,C0N,TG_14
217,OK,Mentolato,Mentolato,Mentolato,2021,C0N,TG_19
218,OK,Ossidato.,Passato…,ossidato…,2021,C0G,TG_13
219,FUORI_ATTRIBUTO,Formaggio con una presunta struttura stirata.,Formaggio con presunta struttura stirata,fuori contesto,2021,C0M,Q_02
220,OK,Piatto.,Piatto,Piatto,2021,C0M,TG_19
221,OK,Il campione presenta un aroma mentolato.,Mentolato,Mentolato,2021,C0A,TG_19
222,OK,"Il campione presenta un aroma complesso e gradevole, con note caratteristiche affiancate a note meno tipiche fermentate.","complesso, gradevole, note caratteristiche affiancate a note meno tipiche *fermentate","complesso, gradevole, note caratteristiche affiancate a note meno tipiche *fermentate",2018,C0A,TG_20
223,OK,Il campione presenta note di panna.,panna,panna,2018,C0A,Q_09
224,OK,"Il campione presenta un aroma medio, con sentori di fieno e grana.",medio ... fieno e grana,medio ... fieno e grana,2018,C0A,TG_24
225,OK,Il campione presenta note di burro.,burro,burro,2018,C0A,TG_08
226,OK,"Cotti, animale.","cotti, animale","cotti, animale",2018,C0A,TG_19
227,OK,"Il campione risulta poco caratteristico al naso, con note di emmental.","poco caratteristico come al naso, note di emmental","poco caratteristico come al naso, note di emmental",2018,C0C,TG_20
228,OK,Emmental.,emmethal,emmenthal,2018,C0C,TG_24
