id,classe,caption,commento_raw,commento_prenorm,anno,prodotto,panelista
41,FUORI_ATTRIBUTO,"Nonostante i descrittori positivi e negativi, lo valuto complessivamente positivo per le caratteristiche attese in un formaggio stagionato.",Nonostante la percezione di descrittori positivi e negativi lo valuto nel complesso positivo perché non vere ricettività ma caratteristiche attese in un formaggio stagionato,Nonostante la percezione di descrittori positivi e negativi lo valuto nel complesso positivo perché non vere ricettività ma caratteristiche attese in un formaggio stagionato,2019,C0M,Q_02
42,OK,"Il sapore del Grana Trentino DOP è caratterizzato da un buon equilibrio, con una dolcezza leggera e una bassa presenza di piccantezza.",Buon equilibrio. Poco umani. Non piccante. Dolce,Buon equilibratorio. Poco umani. Non piccantecante. Dolce,2019,C0C,TG_04
43,OK,"È acido e amaro, ma manca di tutto il resto.",Acido e amaro. Manca di tutto il resto,Acido e amaro. Manca di tutto il resto,2019,C0E,TG_04
44,OK,"Il Grana Trentino DOP presenta una varietà di sapori, con una dolcezza evidente e una leggera sapidità.","Molti sapori, anche dolce. Appena un po'  salato","Molti sapori, anche dolce. Appena un po'  salato",2019,C0H,TG_04
45,OK,"È povero, poco saporito, poco salato e non dolce.","Povero. Poco umani, poco sale. Non dolce. Manca di sapore","Povero. Poco umani, poco sale. Non dolce. Manca di sapore",2019,C0M,TG_04
46,OK,"Il sapore è dominato da note acide e amare, senza dolcezza.",Acido e amaro dominano. Non dolce,Acido e amaro dominano. Non dolce,2019,C0N,TG_04
47,OK,"Il sapore è scarso e poco pieno, quasi privo di sale.",Sapore non pieno. Scarno. Manca quasi di sale,Sapore non pieno. Scarno. Manca quasi di sale,2019,C0P,TG_04
48,OK,Il sapore è bruciante.,Bruciante,Bruciante,2019,C0H,TG_13
49,OK,Il sapore è dolciastro.,Dolciastro,Dolciastro,2019,C0N,TG_13
50,OK,Il formaggio è molto poco salato.,Molto poco salato,Molto poco salato,2019,C0P,TG_28
51,OK,Il sapore non è equilibrato e manca quasi di sale.,Non equilibrato.  Quasi poco sale,Non equilibratorato.  Quasi poco sale,2019,C0C,TG_04
52,OK,"Il Grana Trentino DOP non presenta dolcezza, ma mantiene altre caratteristiche gustative.",Non dolce. Il resto c'è,Non dolce. Il resto c'è,2019,C0L,TG_04
53,OK,Il sapore è poco umano e poco salato.,Poco umano e sale,Poco umami e sale,2019,C0N,TG_04
54,OK,"Il sapore del Grana Trentino DOP è equilibrato e completo, con una dolcezza ben presente.","Equilibrato, completo. Dolce","equilibratorato, completo. Dolce",2019,C0O,TG_04
55,OK,"Il Grana Trentino DOP si presenta poco dolce, con una leggera nota amarognola.","Poco dolce, leggermente amaro","Poco dolce, leggermente amaro",2019,C0D,TG_19
56,OK,Il formaggio è poco sapido.,Poco sapido,Poco sapido,2019,C0E,TG_19
57,OK,Il sapore è poco dolce e un po' amaro.,"Poco dolce,un po' amaro","Poco dolce,un po' amaro",2019,C0M,TG_19
58,OK,"Non è dolce e manca di umami, il sapore non è pieno.",Non dolce. Manca umami. Sapore non pieno,Non dolce. Manca umami. Sapore non pieno,2019,C0C,TG_04
59,OK,C'è un amaro netto.,Un amaro netto,Un amaro netto,2019,C0Q,TG_04
60,OK,"L'amaro domina, con poco male, non è dolce e ha poco umami.",Amaro domina. Poco male. Non dolce. Poco umami,Amaro domina. Poco male. Non dolce. Poco umami,2019,C0E,TG_04
61,OK,"Amaro e acido predominano, non è dolce, salato o umami.","Amaro e acido dominano. Non dolce, non salato,non umami","Amaro e acido dominano. Non dolce, non salato,non umami",2019,C0G,TG_04
62,OK,Il formaggio è poco sapido.,Poco sapido,Poco sapido,2019,C0E,TG_19
63,OK,"Il Grana Trentino DOP si presenta con una leggera sapidità, che contribuisce a un profilo gustativo delicato e armonico.",Solo leggermente  sapido,Solo leggermente  sapido,2019,C0M,TG_24
64,OK,C'è un amaro netto.,Amaro netto,Amaro netto,2019,C0F,TG_04
65,OK,La leggera sapidità del Grana Trentino DOP conferisce al formaggio un gusto sottile e ben bilanciato.,Leggermente sapido,Leggermente sapido,2019,C0H,TG_24
66,OK,Il sapore è salato e non dolce.,Salato e non dolce,Salato e non dolce,2019,C0G,TG_04
67,OK,È appena un po' salato.,Appena un pochetto salato,Appena un pochetto salato,2019,C0N,TG_04
68,OK,"Il sapore è piatto al palato, con una punta di piccante alla fine.",Piatto al palato. Una punta di piccante alla fine,Piatto al palato. Una punta di piccantecante alla fine,2020,C0Q,Q_10
69,OK,"Il sapore mostra una buona armonia complessiva, con una piccantezza percepibile.",Buona armonia ma piccante percepibile,Buona armonia ma piccantecante percepibile,2020,C0G,TG_04
70,OK,Il sapore non è equilibrato.,Non equilibrato,Non equilibratorato,2020,C0Q,TG_04
71,OK,"È equilibrato, ma lievemente acre in gola.","Equilibrato,ma lievemente acre in gola","equilibratorato,ma lievemente acre in gola",2020,C0Q,TG_19
72,OK,"I gusti sono ben percettibili, ma il piccante e l'acre non sono equilibrati e risultano persistenti.",I gusti sono ben percettibili ma il piccante e acre non sono equilibrati e sono persistenti,I gusti sono ben percettibili ma il piccantecante e acre non sono equilibratorati e sono persistenti,2020,C0D,Q_02
73,OK,Il sapore amaro e salato prevalgono.,Amaro e salato prevalgono,Amaro e salato prevalgono,2020,C0H,TG_04
74,OK,Il formaggio è equilibrato e non dolce.,Equilibrato. Non dolce,equilibratorato. Non dolce,2020,C0M,TG_04
75,ILLEGGIBILE,,Solo leggermente,Solo leggermente,2020,C0C,TG_24
76,OK,Il sapore è leggermente sapido e salato.,Leggermente sapido salato,Leggermente sapido salato,2020,C0M,TG_24
77,OK,Il sapore è sapido e sgradevole.,"Sapido, sgradevole","Sapido, sgradevole",2020,C0B,Q_10
78,OK,"È un po' troppo salato, tendente all'acido con una punta di piccante alla fine.","Un po' troppo salato, tendente all'acido con un punta di piccante alla fine","Un po' troppo salato, tendente all'acido con un punta di piccantecante alla fine",2020,C0F,Q_10
79,OK,Il sapore è anomalo e atipico per un grana.,Il sapore anomalo. Atipico del grana,Il sapore anomalo. Atipiccanteo del grana,2020,C0O,Q_10
80,OK,Manca di sale e umami.,Manca di sale (non avrei mai pensato di scriverlo) e umami,Manca di sale (non avrei mai pensato di scriverlo) e umami,2020,C0B,TG_04
81,OK,Il sapore è prevalentemente acido.,Acido prevalente,Acido prevalente,2020,C0C,TG_04
82,OK,"Non è piccante né dolce, ma amaro.","Non piccante, né dolce. Amaro","Non piccantecante, né dolce. Amaro",2020,C0N,TG_04
83,OK,"Il sapore si presenta poco salato, con una possibile nota dolce di lieve entità.",Poco salato. Forse anche un po'  di dolce,Poco salato. Forse anche un po'  di dolce,2020,C0O,TG_04
84,OK,Il sapore risulta solo leggermente piccante.,Solo leggermente piccante,Solo leggermente piccantecante,2020,C0C,TG_19
85,OK,È leggermente piccante.,Leggermente  il pIccante,Leggermente  il piccantecante,2020,C0N,TG_24
86,OK,Il sapore si presenta leggermente sapido.,Leggermente  sapido ..,Leggermente  sapido ..,2020,C0O,TG_24
87,OK,"Il sapore è molto salato, con una nota acre che emerge in ritardo ma permane persistente.","Salato molto forte, acre arriva dopo un Po ma permane","Salato molto forte, acre arriva dopo un Po ma permane",2020,C0O,TG_28
88,OK,Il sapore presenta una piccantezza percettibile.,Piccante percettibile,piccantecante percettibile,2020,C0N,TG_35
89,OK,Il formaggio è equilibrato.,Equilibrato,equilibratorato,2020,C0N,Q_02
90,OK,Il sapore del Grana Trentino DOP è poco intenso ma mantiene un buon equilibrio tra le diverse note gustative.,Sapore poco intenso ma equilibrato,Sapore poco intenso ma equilibratorato,2020,C0A,Q_10
91,OK,Il sapore si presenta deciso ed equilibrato nelle sue componenti.,Deciso ed equilibrato,Deciso ed equilibratorato,2020,C0Q,Q_10
92,OK,C'è appena troppo sale.,Appena troppo sale,Appena troppo sale,2020,C0A,TG_04
93,OK,Il sapore risulta delicato ma ben equilibrato nelle sue componenti.,Delicato ma equilibrato,Delicato ma equilibratorato,2020,C0A,TG_04
94,OK,È poco salato e privo di umami.,Poco salato. No umani. Manchevolezze,Poco salato. No umani. Manchevolezze,2020,C0E,TG_04
95,OK,Non è dolce.,Non dolce,Non dolce,2020,C0N,TG_04
96,OK,C'è troppo sale.,Troppo sale,Troppo sale,2020,C0Q,TG_04
97,FUORI_ATTRIBUTO,Non ha le caratteristiche di un grana di 18-20 mesi.,Non da grana di 18 20 mesi,Non da grana di 18 20 mesi,2020,C0A,TG_19
98,OK,C'è solo un leggero sapore acido.,Solo leggero acido,Solo leggero acido,2020,C0N,TG_24
99,OK,Il sapore è scarno e pungente.,Scarno e pungente,Scarno e pungente,2020,C0C,TG_04
100,OK,"Il sapore è equilibrato, con una piccantezza leggerissima.",Equilibrato con piccante leggerissimo,equilibratorato con piccantecante leggerissimo,2020,C0A,TG_24
101,OK,Il sapore si presenta leggermente sapido.,Leggermente  sapido,Leggermente  sapido,2020,C0Q,TG_24
102,OK,Il sapore presenta una leggera nota amara.,Amaro leggero,Amaro leggero,2020,C0M,TG_24
103,OK,Il sapore è anonimo e poco espresso.,"Anonimo come sapore, poco espresso con...","Anonimo come sapore, poco espresso con...",2020,C0G,TG_24
104,CONFORME,"Il Grana Trentino DOP, poco stagionato, risulta fresco e gradevole, ideale per essere gustato in modo informale.","Poco stagionato, sembra fresco. Buono da passeggio, nessuna nota sgradevole","Poco stagionato, sembra fresco. Buono formaggio giovane, nessuna nota sgradevole",2020,C0G,Q_10
105,OK,"Il sapore è saporito, con una tendenza verso l'acidità.",Saporito tendente all'acido,Saporito tendente all'acido,2020,C0A,Q_10
106,OK,"Il sapore è salato, con un evidente rimando al sapore di crosta.",Salato e sapore di crosta,Salato e sapore di crosta,2020,C0Q,Q_10
107,OK,Il sapore richiama quello tipico di un formaggio nostrano.,Sapore di nostrano,Sapore di nostrano,2020,C0C,Q_10
108,OK,"Il sapore risulta incompleto, privo delle componenti umami e dolce attese.","Incompleto: no umani, no dolce","Incompleto: no umani, no dolce",2020,C0G,TG_04
109,OK,Il sapore presenta componenti amare e salate evidenti.,Amati e sale evidenti,Amati e sale evidenti,2020,C0L,TG_04
110,OK,Il sapore non presenta la componente dolce attesa.,Non dolce,Non dolce,2020,C0M,TG_04
111,OK,Il sapore del Grana Trentino DOP presenta un'assenza di dolcezza.,Assente il dolce,Assente il dolce,2020,C0Q,TG_04
112,OK,"Il sapore è molto strano, con note acido-amare non prevalenti.",Molto strano...anche se non prevalenti le note acido-amare,Molto strano...anche se non prevalenti le note acido-amare,2020,C0E,TG_24
113,OK,Il sapore del Grana Trentino DOP manca di salato.,Manca il salato,Manca il salato,2020,C0G,TG_24
114,OK,Il sapore è leggermente prevalente nel sapido.,Leggermente prevalente il sapido,Leggermente prevalente il sapido,2020,C0M,TG_24
115,OK,Il sapore presenta una piccantezza leggerissima.,Piccante leggerissimo,piccantecante leggerissimo,2020,C0Q,TG_24
116,OK,Piatto.,Piatto,Piatto,2020,C0O,Q_10
117,OK,Il sapore è dominato da una nota acida.,Acido domina,Acido domina,2020,C0C,TG_04
118,OK,Il sapore non presenta dolcezza.,Non dolce,Non dolce,2020,C0D,TG_04
119,OK,"Il sapore è solo un po' salato, forse.","Solo un po'  Salato, forse","Solo un po'  Salato, forse",2020,C0O,TG_04
120,OK,Il sapore presenta una leggera astringenza.,Leggera astringenza,Leggera astringenza,2020,C0B,TG_12
121,OK,Sapone.,Sapone,Sapone,2020,C0B,TG_19
122,CONFORME,"Il Grana Trentino DOP presenta un sapore che rispetta gli standard di qualità, con un profilo gustativo ben definito.",Leggermente,Leggermente,2020,C0Q,TG_19
123,OK,"C'è una lieve prevalenza di sapori acidi, amari e salati.",Prevalenza però  lieve di acido amaro e salato,Prevalenza però  lieve di acido amaro e salato,2020,C0B,TG_24
124,OK,"Il sapore presenta una leggera piccantezza che si fa sentire, contribuendo a un equilibrio gustativo complessivo.",Leggermente piccante,Leggermente piccantecante,2020,C0C,TG_24
125,OK,Insipido.,Insipido,Insipido,2020,C0Q,TG_35
126,OK,Troppo salato.,Troppo salato,Troppo salato,2020,C0A,TG_04
127,OK,"C'è un po' troppo sale, con un retrogusto amaro e scarso.",Appena troppo sale. Amaro. Scarno del resto,Appena troppo sale. Amaro. Scarno del resto,2020,C0F,TG_04
128,OK,Il sapore è caratterizzato da una marcata amarezza che si fa sentire al palato.,Amaro,Amaro,2020,C0N,TG_04
129,OK,"Il sapore è dominato da una forte amarezza e una sapidità spiccata, con assenza di dolcezza.",Non sento dolce. Amaro e sale spiccano,Non sento dolce. Amaro e sale spiccantecano,2020,C0P,TG_04
130,OK,Non sono sicuro di percepire la dolcezza.,Non sono sicuro di percepire dolcezza,Non sono sicuro di percepire dolcezza,2020,C0Q,TG_04
131,OK,Il sapore presenta una leggera acidità che contribuisce a un profilo gustativo interessante.,Leggermente acido,Leggermente acido,2020,C0N,TG_08
132,OK,Il sapore presenta una leggera acidità che contribuisce a un profilo gustativo interessante.,Leggermente acido,Leggermente acido,2020,C0P,TG_14
133,OK,Grasso.,Grasso,Grasso,2020,C0Q,TG_19
134,OK,Molto squilibrato.,Molto squilibrato,Molto squilibrato,2020,C0A,TG_24
135,OK,I sapori sono appena percepiti e non sovrastano.,Appena percepiti e non sovrastanti,Appena percepiti e non sovrastanti,2020,C0M,TG_24
136,OK,C'è uno squilibrio.,Squilibrio..,Squilibrio..,2020,C0P,TG_24
137,OK,Solo leggeri sapori.,Solo leggeri...,Solo leggeri...,2020,C0Q,TG_24
138,OK,"Il sapore è molto piccante, ma questa piccantezza svanisce rapidamente dopo la deglutizione.",Molto piccante ma sparisce subito dopo aver ingoiato,Molto piccantecante ma sparisce subito dopo aver ingoiato,2020,C0F,TG_28
139,OK,Il sapore è caratterizzato da una piccantezza e un'amarezza eccessive che predominano.,Piccante e amaro eccessivi,piccantecante e amaro eccessivi,2020,C0A,TG_04
140,OK,Il sapore è dominato da una forte acidità che si fa sentire in modo marcato.,Acido domina,Acido domina,2020,C0C,TG_04
141,OK,Il sale prevale.,Prevale il sale,Prevale il sale,2020,C0N,TG_04
142,CONFORME,Il Grana Trentino DOP si distingue per un equilibrio gustativo che ne esalta le caratteristiche senza risultare eccessivo.,Equilibrio,equilibratorio,2020,C0P,TG_04
143,OK,"Il sapore presenta una nota umami contenuta, con una prevalenza della dolcezza.","Umami contenuto, prevale tendenza dolce","Umami contenuto, prevale tendenza dolce",2020,C0P,TG_20
144,OK,"Il formaggio mostra una leggera acidità e piccantezza, sebbene entrambe siano solo accennate.",Leggermente  acido e o piccante... Ma veramente solo accennati,Leggermente  acido e o piccantecante... Ma veramente solo accennati,2020,C0A,TG_24
145,OK,"C'è ambivalenza, con note amare.",Ambivalenza dove:-amaro...,Ambivalenza dove:-amaro...,2020,C0G,TG_24
146,OK,Il sapore risulta un po' insipido.,Forse un po'  insipido,Forse un po'  insipido,2020,C0N,TG_24
147,OK,"Il formaggio manca di pienezza e presenta una nota umami, con un sapore equilibrato ma non dolce.","Manca pienezza, umani. Ma ha un sui equilibrio. Non dolce","Manca pienezza, umani. Ma ha un sui equilibratorio. Non dolce",2020,C0D,TG_04
148,OK,"Il sapore è pungente sulla lingua, pur non risultando nettamente salato o piccante; si avverte una pungenza acida.","Pungente sulla lingua, anche se non salato o piccante nettamente. Sembra quasi una pungenza da acido","Pungente sulla lingua, anche se non salato o piccantecante nettamente. Sembra quasi una pungenza da acido",2020,C0M,TG_04
149,OK,Il sapore appare scarno.,Scarno,Scarno,2020,C0P,TG_04
150,OK,Il formaggio presenta una leggera acidità.,Leggermente  acidulo,Leggermente  acidulo,2020,C0E,TG_24
151,OK,Il sapore è debole e leggermente sciapo.,Debole come sapore anche leggermente  sciapo,Debole come sapore anche leggermente  sciapo,2020,C0P,TG_24
152,OK,"Il sapore è caratterizzato da una prevalenza di acidità e amarezza, con assenza di dolcezza e una sapidità equilibrata.",Acido e amaro prevalgono. Non dolce. Salato equilibrato,Acido e amaro prevalgono. Non dolce. Salato equilibratorato,2020,C0A,TG_04
153,OK,Il formaggio brucia leggermente la lingua.,Brucia la lingua,Brucia la lingua,2020,C0C,TG_04
154,OK,Il sapore è amaro.,Amaro,Amaro,2020,C0H,TG_04
155,OK,Il formaggio non presenta note dolci.,Non dolce,Non dolce,2020,C0P,TG_04
156,OK,"Si avverte una leggera piccantezza, forse in eccesso.",Forse un po'  di piccante in eccesso,Forse un po'  di piccantecante in eccesso,2020,C0A,TG_08
157,OK,"Il Grana Trentino DOP offre un equilibrio notevole, con una combinazione di sapori che si completano a vicenda.",Anche notevoli! Equilibrato,Anche notevoli! equilibratorato,2020,C0C,TG_24
158,OK,Il formaggio presenta note di umami retronasale.,Leggero umani respiro...,umami retronasale,2020,C0N,TG_24
159,OK,Il sapore risulta un po' piatto e non saporito.,Un po'  piatto non saporito,Un po'  piatto non saporito,2020,C0P,TG_24
160,OK,Il formaggio punge la lingua e si percepisce una nota salata.,Punge la lingua. Penso sale,Punge la lingua. Penso sale,2020,C0C,TG_04
161,OK,Il sapore del Grana Trentino DOP presenta una dolcezza delicata.,Mi par di percepire il dolce,Mi par di percepire il dolce,2020,C0D,TG_04
162,OK,Sgraziato e troppo amaro.,Sgraziato. Troppo amaro,Sgraziato. Troppo amaro,2020,C0E,TG_04
163,OK,Manca di pienezza e risulta scarno.,Manca di pienezza. Scarno,Manca di pienezza. Scarno,2020,C0G,TG_04
164,OK,"Il Grana Trentino DOP non presenta note dolci, evidenziando un profilo gustativo più salato e deciso.",Non dolce,Non dolce,2020,C0P,TG_04
165,OK,Il sapore amaro domina.,Amaro domina,Amaro domina,2020,C0Q,TG_04
166,OK,Il sapore è caratterizzato da una piccantezza con una venatura amara nel finale.,Piccola venatura amara nel finale,piccantecola venatura amara nel finale,2020,C0E,TG_24
167,OK,"C'è un leggero amaro, peccato!","Leggero amaro ,,peccato!","Leggero amaro ,,peccato!",2020,C0G,TG_24
168,OK,Amaro.,Amaro,Amaro,2020,C0E,TG_04
169,OK,Non è dolce; spiccano il salato e l'amaro.,Non dolce. Salato  e amaro spiccano un po',Non dolce. Salato  e amaro spiccantecano un po',2020,C0I,TG_04
170,OK,Il formaggio è scarno e non pieno.,"Scarno, non pieno","Scarno, non pieno",2020,C0L,TG_04
171,OK,"Ha un sapore molto umano, forse troppo.","Tanto umano, troppo","Tanto umami, troppo",2020,C0Q,TG_04
172,OK,Il sapore è bruciante.,Bruciante,Bruciante,2020,C0Q,TG_13
173,OK,Il sapore del Grana Trentino DOP è equilibrato con note dolci.,Equilibrato con note anche dolci,equilibratorato con note anche dolci,2020,C0D,TG_24
174,FUORI_ATTRIBUTO,Le note sono leggermente prevalenti.,Leggermente prevalenti,Leggermente prevalenti,2020,C0I,TG_24
175,OK,Non ha un sapore dolce.,Non dolce,Non dolce,2020,C0M,TG_04
176,OK,Non presenta note di grana.,Non grana,Non grana,2020,C0C,TG_19
177,OK,Il sapore presenta una leggera piccantezza e una sapidità marcata.,Leggero piccante e sapido,Leggero piccantecante e sapido,2020,C0A,TG_24
178,FUORI_ATTRIBUTO,C'è una leggera prevalenza di sapori.,Leggera prevalenza,Leggera prevalenza,2020,C0C,TG_24
179,OK,Il retrogusto è amaro con una dolcezza che si fa sentire.,Amaro il retrogusto e dolce come i Bresso!,Amaro il retrogusto e dolce,2020,C0M,TG_24
180,OK,"Necessita di un riequilibrio senza prevalenze, forse con note acide.",Riequilibrare nel complesso senza prevalenza... Forse note acide!,Riequilibratorare nel complesso senza prevalenza... Forse note acide!,2020,C0N,TG_24
181,OK,Non ha un sapore dolce.,Non dolce,Non dolce,2020,C0B,TG_04
182,OK,"Le note amare e salate prevalgono, non è dolce.",Amaro e salato. No dolce,Amaro e salato. No dolce,2020,C0I,TG_04
183,OK,Ha un sapore molto umano e non è dolce.,Tanto umani. Non dolce,Tanto umani. Non dolce,2020,C0O,TG_04
184,OK,Non ha un sapore dolce.,Non dolce,Non dolce,2020,C0P,TG_04
185,OK,Il sapore è equilibrato ma poco persistente.,Equilibrato ma poco persistente,equilibratorato ma poco persistente,2020,C0P,TG_19
186,OK,Il sapore è leggermente amaro e sapido.,Leggermente  amaro e sapido!,Leggermente  amaro e sapido!,2020,C0G,TG_24
187,OK,Il sapore presenta anche leggere note dolci.,Anche leggere note dolci,Anche leggere note dolci,2020,C0P,TG_24
188,OK,Il sapore è troppo sapido e cremoso.,Tropo sapido e cremoso!!,Tropo sapido e cremoso!!,2020,C0R,TG_24
189,OK,C'è troppo sale.,Troppo sale,Troppo sale,2020,C0A,TG_04
190,OK,Le note amare e salate sono prevalenti.,Amaro e salato prevalenti,Amaro e salato prevalenti,2020,C0H,TG_04
191,OK,Non è dolce e risulta un po' troppo salato.,Non dolce. Un pochetto troppo salato,Non dolce. Un pochetto troppo salato,2020,C0M,TG_04
192,OK,È appena troppo salato.,Appena troppo salato,Appena troppo salato,2020,C0N,TG_04
193,OK,Il sapore è solo un po' sapido.,Solo un po'  sapido.,Solo un po'  sapido.,2020,C0A,TG_24
194,OK,Il sapore presenta leggere sensazioni di amaro e piccante.,Leggere sensazioni di amaro e piccante!,Leggere sensazioni di amaro e piccantecante!,2020,C0H,TG_24
195,OK,Il sapore è pungente.,Pungente,Pungente,2020,C0A,TG_04
196,OK,È troppo amaro.,"Amaro, troppo","Amaro, troppo",2020,C0B,TG_04
197,OK,"Le note acide, amare e salate prevalgono.","Acido, amaro e salato prevalgono","Acido, amaro e salato prevalgono",2020,C0I,TG_04
198,OK,C'è troppo sale e il sapore è pungente.,Troppo sale. Pungente,Troppo sale. Pungente,2020,C0M,TG_04
199,OK,Il sapore è pieno.,Sapore pieno,Sapore pieno,2020,C0P,TG_04
200,OK,Non è dolce.,Non dolce,Non dolce,2020,C0Q,TG_04
201,OK,Ha un finale amarognolo.,Anche se finale amarognolo...,Anche se finale amarognolo...,2020,C0A,TG_24
202,CONFORME,"Il Grana Trentino DOP si presenta con un sapore medio, conforme agli standard di qualità attesi per un formaggio DOP.",Medio!,Medio!,2020,C0M,TG_24
203,OK,Il sapore presenta un leggero piccante che emerge in modo sottile.,Contatta il leggero piccante che emerge,Contatta il leggero piccantecante che emerge,2020,C0Q,TG_24
204,FUORI_ATTRIBUTO,"Non è ancora pronto, risulta acerbo.","Non ancora pronto, acerbo","Non ancora pronto, acerbo",2020,C0D,Q_10
